festival_id,festival_name,category,web_site,gmaps_latitud,gmaps_longitud,state_id,municipality_id,location_id,nom_ent,nom_mun,nom_loc,date
147,Foro Internacional de Música Nueva Manuel Enríquez,Música,http://www.forodemusicanueva.bellasartes.gob.mx/,19.43547,-99.14114,9,15,1,Distrito Federal,Cuauhtémoc,CUAUHTÉMOC,2017-08-28T10:12:45-05:00
1203,Germinal. Programa de Cultura Infantil Participativa,Multidisciplinaria,https://www.facebook.com/FDBgerminal,0,0,9,16,0,Distrito Federal,Miguel Hidalgo,TOTAL DEL MUNICIPIO,2016-09-12T12:09:59-05:00
51,Día Internacional de la Danza,Danza,http://www.danza.unam.mx,19.31379,-99.18346,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-04-27T10:29:01-05:00
1416,Zona Maco Salón del Anticuario,Artes,http://www.zonamaco.com/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-09-04T13:18:54-05:00
132,Feria del Arte Zona Maco,Artes plásticas y visuales,http://www.zonamaco.com/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-01-25T13:38:20-06:00
1042,Gran Maratón de Teatro para Niños y Jóvenes,Teatro,http://www.ccb.bellasartes.gob.mx/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-03-07T11:21:13-06:00
958,Festival Internacional Poesía en Voz Alta.17. Palabras para el Antropoceno,Poesía,http://www.casadellago.unam.mx/sitio/index.php/actividades/festival-poesia-en-voz-alta ,19.42277,-99.18659,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-02-14T11:15:37-06:00
1239,Festival ArsFutura,Música,http://arsfutura.mx/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-10-30T09:27:20-06:00
1013,Festival Internacional de Guitarra del Conservatorio Nacional de Música,Música,http://www.conservatorio.bellasartes.gob.mx/,19.43223,-99.20667,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-07-31T12:25:15-05:00
980,Festival del Bosque de Chapultepec,Multidisciplinaria,http://www.chapultepec.org.mx/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-10-13T10:23:38-05:00
160,Muestra Nacional de Teatro,Teatro,,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-10-25T12:20:07-05:00
1218,Festival Internacional Divertimento,Música,http://www.inba.gob.mx/prensa/4712/canci-oacuten-mexicana-en-el-siglo-xx-en-el-festival-internacional-divertimento-con-lourdes-ambriz-y-alberto-cruzprieto,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-02-02T12:52:35-06:00
1415,Zona Maco Foto,Fotografía,http://www.zonamaco.com/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-08-08T11:31:44-05:00
1276,Festival de Tango,Multidisciplinaria,http://www.casadellago.unam.mx/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-04-14T14:19:17-05:00
614,Festival Iberoamericano de Cultura Musical Vivelatino,Música,http://www.vivelatino.com.mx ,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-03-04T11:15:09-06:00
975,Festival de Jazz Internacional de Polanco,Música,https://www.facebook.com/festivaldejazzenpolanco,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-10-17T18:47:30-05:00
872,Festival Otras Latitudes,Teatro,http://www.ccb.bellasartes.gob.mx,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-09-08T10:58:35-05:00
1120,Festival Clazz Continental Latin Jazz ,Música,http://www.inba.gob.mx/actividad/2186/clazz-continental-latin-jazz-mexico-2017--festival-de-latin-jazz-2017,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-06-14T14:21:44-05:00
1213,Festival Son de Casa del Lago 2017,Música,http://www.casadellago.unam.mx,19.42236,-99.18582,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-02-14T11:43:50-06:00
177,Encuentro de Nueva Danza y Nueva Música,Danza,https://www.facebook.com/pages/Nueva-Danza-y-Nueva-M%C3%BAsica-AC/189123957793561?fref=ts,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-03-09T11:48:24-06:00
1208,Festival Visual Art Week,Multidisciplinaria,http://visualartweek.mx/,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-02-03T14:41:15-06:00
368,Festival Puro Teatro,Teatro,,0,0,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2016-07-19T10:19:13-05:00
1471,Flamenco en Casa del Lago 2017,null,http://www.casadellago.unam.mx/sitio/ ,19.42235,-99.18582,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-02-13T13:31:39-06:00
1472,8° Festival de Tango. Carlos Gardel,Artes escénicas,http://www.casadellago.unam.mx,19.42236,-99.18582,9,16,1,Distrito Federal,Miguel Hidalgo,MIGUEL HIDALGO,2017-02-15T08:04:07-06:00
1212,Jornadas Villistas ,Multidisciplinaria,http://www.iced.mx/,0,0,10,5,0,Durango,Durango,TOTAL DEL MUNICIPIO,2017-06-28T12:57:27-05:00
990,Festival de las Artes Ricardo Castro,Multidisciplinaria,http://imac.municipiodurango.gob.mx/,24.0305,-104.67013,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2017-06-02T14:05:16-05:00
1065,Festival Latinoamericano de Arpa,Música,http://www.ricardocastroac.org/,0,0,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2017-09-11T12:48:10-05:00
720,Festival de Cine Mexicano de Durango,Cine,http://cinemexicanodurango.org,24.01546,-104.67774,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2017-05-25T11:47:38-05:00
862,Festival de Música Virreinal,Música,https://www.facebook.com/cultura.durango?hc_location=stream,0,0,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2016-01-11T12:43:26-06:00
1072,Encuentro Internacional de Escritores José Revueltas,Literatura,https://www.facebook.com/EncuentroRevueltas2016/,24.01545,-104.6777,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2017-10-23T14:42:13-05:00
191,Festival Cultural Revueltas,Multidisciplinaria,http://iced.durango.gob.mx/festivales,0,0,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2017-10-17T17:54:12-05:00
1408,Festival Kícham,Multidisciplinaria,http://www.iced.mx/,0,0,10,5,1,Durango,Durango,VICTORIA DE DURANGO,2017-07-07T11:13:12-05:00
950,Laguna Drumfest,Música,http://www.lagunadrumfest.com/,0,0,10,7,1,Durango,Gómez Palacio,GÓMEZ PALACIO,2017-07-10T12:54:33-05:00
327,"Muestra de Artesanía, Gastronomía y Cultura Popular del Semidesierto",Multidisciplinaria,,0,0,10,12,1,Durango,Lerdo,LERDO,2017-08-25T22:30:04-05:00
1436,Festival del Sol Cultura Chupícuaro,Danza,,20.0323,-100.72034,11,2,1,Guanajuato,Acámbaro,ACÁMBARO,2017-02-08T11:17:06-06:00
202,Festival Internacional de Música de Cámara de San Miguel de Allende,Música,http://www.festivalsanmiguel.com/,0,0,11,3,1,Guanajuato,San Miguel de Allende,SAN MIGUEL DE ALLENDE,2017-04-24T09:44:26-05:00
1115, Festival Internacional de Escritores y Literatura en San Miguel de Allende,Literatura,https://www.facebook.com/FestivalEscritores,0,0,11,3,1,Guanajuato,San Miguel de Allende,SAN MIGUEL DE ALLENDE,2017-01-06T12:37:59-06:00
1068,Fringe Festival San Miguel de Allende,Artes escénicas,http://fringesanmiguel.com/,0,0,11,3,1,Guanajuato,San Miguel de Allende,SAN MIGUEL DE ALLENDE,2016-02-03T15:09:10-06:00
235,Festival Internacional de Cine Guanajuato (GIFF),Cine,http://www.guanajuatofilmfestival.com,0,0,11,3,1,Guanajuato,San Miguel de Allende,SAN MIGUEL DE ALLENDE,2017-07-04T17:39:07-05:00
446,Festival Internacional de Jazz y Blues,Música,http://www.sanmigueljazz.com.mx/,0,0,11,3,1,Guanajuato,San Miguel de Allende,SAN MIGUEL DE ALLENDE,2017-04-24T09:48:00-05:00
340,Festival de Títeres de San Miguel de Allende,Teatro,https://www.facebook.com/FestivalDeTiteresDeSanMiguelDeAllende/timeline?ref=page_internal,0,0,11,3,1,Guanajuato,San Miguel de Allende,SAN MIGUEL DE ALLENDE,2017-09-12T12:02:40-05:00
737,Festival Madonnari,Artes plásticas y visuales,https://www.facebook.com/yuriria.guanajuato.5/photos/a.377407792345721.93848.376304972456003/1565706200182535/?type=3,0,0,11,15,1,Guanajuato,Guanajuato,GUANAJUATO,2017-10-30T11:27:47-06:00
81,Coloquio Cervantino Internacional,Literatura,https://www.facebook.com/ColoquioCervantinoInternacional/,0,0,11,15,1,Guanajuato,Guanajuato,GUANAJUATO,2017-09-12T12:09:13-05:00
244,Cultura en Movimiento,Multidisciplinaria,http://www.guanajuato.gob.mx/cultura/,0,0,11,15,1,Guanajuato,Guanajuato,GUANAJUATO,2016-02-26T10:35:43-06:00
201,Feria del Libro,Multidisciplinaria,http://www.extension.ugto.mx,0,0,11,15,1,Guanajuato,Guanajuato,GUANAJUATO,2017-03-07T11:23:11-06:00
1098,Festival de Jazz de Irapuato,Música,https://www.facebook.com/events/560205880846386/,20.67206,-101.34646,11,17,1,Guanajuato,Irapuato,IRAPUATO,2017-11-08T09:20:49-06:00
238,"Festival Nacional de Cortometraje Universitario en Video, Cortocinema De La Salle",Cine,http://bajio.delasalle.edu.mx/vida/desarrollo.php,21.15114,-101.71117,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2017-05-02T07:34:38-05:00
791,Encuentro de las Artes Escénicas,Teatro,http://institutoculturaldeleon.org.mx/,0,0,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2016-09-06T10:24:28-05:00
234,Festival Internacional de Arte Contemporáneo,Multidisciplinaria,,0,0,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2017-11-09T12:50:51-06:00
868,Muestra de Danza Folclórica,Danza Folklórica,http://institutoculturaldeleon.org.mx/icl/story/5460/Muestra-de-Danza-Folcl-rica-2017-en-Le-n#.Wa2vbsaZKM8,0,0,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2017-09-04T14:39:32-05:00
1249,"Festival Internacional de Ópera, Zarzuela y algo más (FIOZAM)",Artes escénicas,,0,0,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2017-08-01T11:08:48-05:00
869,Festival de la Muerte,Multidisciplinaria,http://institutoculturaldeleon.org.mx/,0,0,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2017-10-26T14:08:46-05:00
1245,La Comuna. 4° Encuentro del Teatro y sus Autores,Teatro,https://www.facebook.com/encuentrolacomuna,0,0,11,20,1,Guanajuato,León,LEÓN DE LOS ALDAMA,2017-05-18T12:21:36-05:00
1257,Festival Cultural de la Toltequidad,Culturas populares e indígenas,https://www.facebook.com/pages/Festival-Cultural-de-la-Toltequidad/221240654552957,0,0,11,33,1,Guanajuato,San Luis de la Paz,SAN LUIS DE LA PAZ,2017-07-10T12:59:27-05:00
1097,Festival Internacional de Cine Independiente de Pozos (FICIP),Cine,http://www.ficipmx.com/,0,0,11,33,1,Guanajuato,San Luis de la Paz,SAN LUIS DE LA PAZ,2017-08-18T13:53:09-05:00
820,Festival Pozos Blues,Música,http://www.larambla.com.mx,0,0,11,33,1,Guanajuato,San Luis de la Paz,SAN LUIS DE LA PAZ,2017-06-14T11:32:30-05:00
1368,Festival de Arte Contemporáneo (FARCA),Artes,,0,0,12,1,1,Guerrero,Acapulco de Juárez,ACAPULCO DE JUÁREZ,2017-06-19T11:00:42-05:00
705,Festival Internacional de Cine Acapulco,Cine,http://www.ficaacapulco.com,0,0,12,1,1,Guerrero,Acapulco de Juárez,ACAPULCO DE JUÁREZ,2017-11-10T11:20:40-06:00
197,Festival Francés de Acapulco,Multidisciplinaria,http://www.festivalfrances.com/programa,0,0,12,1,1,Guerrero,Acapulco de Juárez,ACAPULCO DE JUÁREZ,2017-01-05T13:57:03-06:00
764,Festival Internacional de Acapulco La Nao de China,Multidisciplinaria,https://www.facebook.com/naoacapulco/,0,0,12,1,1,Guerrero,Acapulco de Juárez,ACAPULCO DE JUÁREZ,2016-10-24T12:41:32-05:00
1326,Festival Cultural Puro Guerrero,DND,,0,0,12,1,1,Guerrero,Acapulco de Juárez,ACAPULCO DE JUÁREZ,2017-05-08T12:04:02-05:00
198,Jornadas Alarconianas,Multidisciplinaria,https://www.facebook.com/jornadasalarconianas/,0,0,12,29,1,Guerrero,Chilpancingo de los Bravo,CHILPANCINGO DE LOS BRAVO,2017-04-27T10:59:15-05:00
1384,Avispero. Festival de Poesía de Chilpancingo,Poesía,http://guerrero.gob.mx/eventos/avispero-festival-de-poesia-de-chilpancingo/,0,0,12,29,1,Guerrero,Chilpancingo de los Bravo,CHILPANCINGO DE LOS BRAVO,2016-07-27T13:00:53-05:00
206,Concurso y Festival Internacional de Guitarra de Taxco,Música,http://www.facebook.com/pages/Concurso-y-Festival-Internacional-de-Guitarra-de-Taxco/137334439679291,0,0,12,55,1,Guerrero,Taxco de Alarcón,TAXCO DE ALARCÓN,2017-06-23T13:50:21-05:00
1092,Festival de Música Popular Raful Krayem Sánchez,Multidisciplinaria,,0,0,12,55,1,Guerrero,Taxco de Alarcón,TAXCO DE ALARCÓN,2017-10-20T12:10:50-05:00
1486,Festival Cultural Francisco de la Borda,Multidisciplinaria,null,0,0,12,55,1,Guerrero,Taxco de Alarcón,TAXCO DE ALARCÓN,2017-06-14T12:31:50-05:00
192,Encuentro Regional de Danzas Xantoleras,Danza,,0,0,13,28,1,Hidalgo,Huejutla de Reyes,HUEJUTLA DE REYES,2015-03-06T08:42:42-06:00
1009,Festival Internacional de las Culturas Indígenas,Multidisciplinaria,,0,0,13,30,1,Hidalgo,Ixmiquilpan,IXMIQUILPAN,2016-02-24T10:32:47-06:00
330,Concurso Nacional de Huapango,Danza,,0,0,13,31,1,Hidalgo,Jacala de Ledezma,JACALA,2017-11-10T09:05:11-06:00
1500,Festival Tlahuil,Multidisciplinaria,www.movimientotierra.org,0,0,13,48,0,Hidalgo,Pachuca de Soto,TOTAL DEL MUNICIPIO,2017-11-13T13:08:57-06:00
1048,Festival Nacional de Narradores Orales,Literatura,,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-04-19T10:13:02-05:00
847,Festival de la Diversidad Cultural,Multidisciplinaria,,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-11-06T10:28:24-06:00
1489,Festival Internacional de Cine de América,Cine,http://ficahidalgo.com/,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-08-01T12:29:03-05:00
986,Festival Internacional de Narradores Orales,Literatura,http://cultura.hidalgo.gob.mx/,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-11-06T10:26:17-06:00
1079,Encuentro Estatal de Teatro,Artes escénicas,http://cecultah.hidalgo.gob.mx/,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2016-03-28T11:40:07-06:00
889,Festival Internacional de la Imagen (FINI),Artes plásticas y visuales,https://www.uaeh.edu.mx/fini/,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-02-01T10:28:55-06:00
1181,Festival Internacional de Jazz Hidalgo,Música,http://www.festivalinternacionaldejazzhidalgo.com.mx/,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-07-10T14:04:59-05:00
1305,Festival Artístico y Cultural de Pachuca,Multidisciplinaria,,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-03-09T11:59:25-06:00
781,Fiesta para el Mezquital,Multidisciplinaria,https://es-la.facebook.com/pages/Fiesta-para-el-Mezquital/154378028099608,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-11-09T13:17:31-06:00
1381,Festival Stratford,Artes escénicas,,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2016-09-12T10:13:45-05:00
566,Festival y Concurso Nacional de Guitarra Clásica Ramón Noble,Música,http://cultura.hidalgo.gob.mx,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-11-06T10:31:22-06:00
1304,"Fiesta del Viento. Festival del Arte, el oficio y la locura",Multidisciplinaria,http://www.calaveracanario.org/festival.html,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-02-08T11:45:35-06:00
1488,Pachuca Film Fest,Cine,http://www.pachucafilmfest.com/,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-07-04T12:37:00-05:00
1414,Festival Internacional de Jazz,Música,http://www.festivalinternacionaldejazzhidalgo.com.mx,0,0,13,48,1,Hidalgo,Pachuca de Soto,PACHUCA DE SOTO,2017-05-23T10:16:30-05:00
1150,Festival Artístico y Cultural en Tecozautla,Multidisciplinaria,,0,0,13,59,1,Hidalgo,Tecozautla,TECOZAUTLA,2017-05-09T11:54:20-05:00
1323,Festival de Poesía Ignacio Rodríguez Galván,Poesía,http://cecultah.hidalgo.gob.mx/,0,0,13,69,1,Hidalgo,Tizayuca,TIZAYUCA,2017-02-20T10:08:32-06:00
772,Feria San José Tula ,Multidisciplinaria,,0,0,13,76,1,Hidalgo,Tula de Allende,TULA DE ALLENDE,2017-01-25T13:08:39-06:00
193,Festival Internacional del Folklor de Hidalgo,Danza,,0,0,13,77,1,Hidalgo,Tulancingo de Bravo,TULANCINGO,2017-08-25T13:48:20-05:00
605,Festival de Primavera Valles,Multidisciplinaria,,null,null,14,6,1,Jalisco,Ameca,AMECA,2007-04-30T14:58:47-05:00
567,Festival Agosto Cultural  Ameca,Multidisciplinaria,https://www.facebook.com/AgostoCulturalAmeca/home,0,0,14,6,1,Jalisco,Ameca,AMECA,2017-08-03T13:16:09-05:00
1154,Bienal Nacional de Pintura J.A. Monroy,Artes plásticas y visuales,http://www.cucsur.udg.mx/,0,0,14,15,1,Jalisco,Autlán de Navarro,AUTLÁN DE NAVARRO,2017-05-29T10:17:58-05:00
759,Festival Cultural de la Ciudad,Multidisciplinaria,,0,0,14,23,1,Jalisco,Zapotlán el Grande,CIUDAD GUZMÁN,2017-08-17T13:50:08-05:00
1236,Festival del Maguey y el Pulque en el sur de Jalisco,Gastronomía,https://www.facebook.com/pages/Festival-del-Maguey-y-el-Pulque-en-el-Sur-de-Jalisco/402669406541235?fref=ts,0,0,14,23,1,Jalisco,Zapotlán el Grande,CIUDAD GUZMÁN,2017-05-30T12:54:02-05:00
1250,Encuentro de Teatro del Interior,Teatro,http://www.cultura.jalisco.gob.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-03-14T14:14:09-06:00
596,Festival de Arte Audiovisual CHROMA,Artes plásticas y visuales,http://www.chromafestival.com,null,null,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2008-11-21T12:27:59-06:00
1166,Jalisco Jazz Festival,Música,http://www.jaliscojazzfestival.com, https://www.facebook.com/jaliscojazzfest/,20.64441,-103.34954,14,1,Jalisco,Guadalajara,GUADALAJARA,2017-06-08T09:51:06-05:00
1357,Encuentro Internacional de Arte Escénico Contemporáneo (EINCE),Danza,http://laboratoriopuntod.blogspot.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-09-12T14:59:24-05:00
617,"El Festín de los Muñecos, Festival Internacional de Títeres de Guadalajara",Teatro,https://www.facebook.com/pages/Festin-de-los-Mu%C3%B1ecos-Festival-Internacional-de-Titeres-de-Guadalajara/128230411970,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-09-11T12:11:50-05:00
686,Festival de la Luna,Multidisciplinaria,,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-09-06T07:32:39-05:00
441,Festival de Teatro Jalisco,Teatro,http://www.cultura.jalisco.gob.mx,null,null,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2008-12-30T12:03:24-06:00
694,Festival Jalisco de la Chirimía,Música,http://www.cultura.jalisco.gob.mx,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-08-21T12:24:09-05:00
551,Festival Puertas Abiertas de Artistas,Artes plásticas y visuales,http://www.puertasabiertasalarte.com.mx,null,null,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2007-05-02T10:46:53-05:00
284,Festival de Danza Jazz,Danza,,null,null,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2008-12-30T11:29:28-06:00
103,Festival del Centro Histórico de Guadalajara,Multidisciplinaria,http://www.guadalajara.gob.mx,null,null,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2008-11-07T12:28:14-06:00
1101, Festival Estatal de las Artes de Jalisco (Festa),Multidisciplinaria,http://sc.jalisco.gob.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-07-10T14:54:17-05:00
437,Festival Viva la Muerte,Multidisciplinaria,,null,null,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2007-03-20T13:05:51-06:00
1170,Encuentro Nacional de Danza,Danza,http://sc.jalisco.gob.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-07-05T12:41:22-05:00
1201,Semana Internacional de la Dramaturgia Contemporánea,Teatro,http://www.losendebles.org.mx/semana-internacional.html,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2016-04-21T15:03:57-05:00
695,Encuentro Nacional de Mariachi Tradicional,Música,https://www.facebook.com/EncuentroNacionalMariachiTradicional?fref=ts,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-06-26T09:26:49-05:00
932,Festival Internacional de Pantomima,Artes escénicas,,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2016-06-20T12:35:33-05:00
883,Festival Internacional de Cine con Valores,Cine,,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-10-23T11:08:47-05:00
931,Festival de las Letras Europeas,Literatura,http://www.fil.com.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-09-12T13:21:48-05:00
444,Festival Cultural de Mayo,Multidisciplinaria,http://www.festivaldemayo.org,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-05-08T12:48:59-05:00
1432,Festival Cultural Guadalajara. Sucede,Multidisciplinaria,http://festivalguadalajara.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2016-10-12T11:19:58-05:00
279,Festival de Danza Contemporánea Onésimo González,Danza,http://www.culturajalisco.gob.mx,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-04-20T11:40:02-05:00
1473,Festival GDLuz,Multidisciplinaria,http://www.gdluz.mx/es/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-02-17T11:53:14-06:00
553,Festival Internacional de Cine en Guadalajara (FICG),Cine,http://www.ficg.mx/,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-03-16T11:09:31-06:00
881,FIMPRO,Música,http://www.fimguadalajara.mx,0,0,14,39,1,Jalisco,Guadalajara,GUADALAJARA,2017-03-15T11:59:22-06:00
611,Festival Cultural de Marzo (FECUMA),Multidisciplinaria,,0,0,14,53,1,Jalisco,Lagos de Moreno,LAGOS DE MORENO,2017-02-20T10:16:30-06:00
296,Festival Internacional de Cine en Puerto Vallarta,Cine,http://www.ficpv.cuc.udg.mx/,0,0,14,67,1,Jalisco,Puerto Vallarta,PUERTO VALLARTA,2017-02-08T12:02:45-06:00
1309,Congreso Nacional de Danza Jazz Puerto Vallarta antes Festival de Jazz Vallarta,Música,,0,0,14,67,1,Jalisco,Puerto Vallarta,PUERTO VALLARTA,2017-11-13T13:03:51-06:00
1246,Festival de Cine & Artes,Cine,http://www.tapalpafestivaldecine.com.mx/,19.94499,-103.75817,14,86,1,Jalisco,Tapalpa,TAPALPA,2017-11-09T12:38:41-06:00
623,Festival Cultural de Tequila,Multidisciplinaria,,0,0,14,94,1,Jalisco,Tequila,TEQUILA,2017-02-09T10:00:35-06:00
300,Festival Cultural Universitario ITESO,Multidisciplinaria,http://cultura.iteso.mx/festival,0,0,14,98,1,Jalisco,Tlaquepaque,TLAQUEPAQUE,2017-10-17T17:14:26-05:00
1039,Festival Cultural Universitario,Multidisciplinaria,,0,0,14,98,1,Jalisco,Tlaquepaque,TLAQUEPAQUE,2017-10-17T09:22:42-05:00
1073,Festival Internacional de Danza Folklórica. Los Colores del Mundo,Danza,https://es-es.facebook.com/coloresdelmundoITS/info/?tab=page_info,0,0,14,120,1,Jalisco,Zapopan,ZAPOPAN,2017-02-13T12:16:01-06:00
304,Encuentro Internacional del Mariachi y la Charrería,Multidisciplinaria,http://www.mariachi-jalisco.com.mx,0,0,14,120,1,Jalisco,Zapopan,ZAPOPAN,2016-07-20T11:11:55-05:00
97,Festival Cultural Zapopan,Multidisciplinaria,http://www.zapopan.gob.mx,null,null,14,120,1,Jalisco,Zapopan,ZAPOPAN,2008-11-26T12:26:19-06:00
530,Festival Papirolas,Multidisciplinaria,http://www.papirolas.udg.mx,20.67117,-103.38337,14,120,1,Jalisco,Zapopan,ZAPOPAN,2017-04-28T07:12:39-05:00
302,Festival Cultural de las Fiestas de Octubre,Multidisciplinaria,http://www.fiestasdeoctubre.info/,0,0,14,120,1,Jalisco,Zapopan,ZAPOPAN,2017-08-18T12:23:11-05:00
602,Vidas Verdaderas,Artes plásticas y visuales,,null,null,14,120,1,Jalisco,Zapopan,ZAPOPAN,2008-12-30T11:16:00-06:00
1300,Festival Aguablanca,Multidisciplinaria,,0,0,15,13,1,México,Atizapán de Zaragoza,CIUDAD LÓPEZ MATEOS,2017-05-19T10:11:48-05:00
621,Luminaria Festival de las Artes,Multidisciplinaria,http://www.atizapan.gob.mx/,0,0,15,13,1,México,Atizapán de Zaragoza,CIUDAD LÓPEZ MATEOS,2017-09-14T11:43:04-05:00
306,Festival Cultural Ambaró,Multidisciplinaria,https://www.facebook.com/OficialAmbaro/,19.80018,-99.87416,15,14,1,México,Atlacomulco,ATLACOMULCO DE FABELA,2017-09-12T13:26:36-05:00
620,Festival Cultural Huitzquillocan,Multidisciplinaria,http://www.huixquilucan.gob.mx,null,null,15,37,1,México,Huixquilucan,HUIXQUILUCAN DE DEGOLLADO,2008-12-02T13:01:43-06:00
712,Festival Internacional de Cine Universitario Lanterna,Cine,,0,0,15,37,1,México,Huixquilucan,HUIXQUILUCAN DE DEGOLLADO,2016-10-17T12:24:10-05:00
309,Festival Internacional de Arte y Cultura Quimera,Multidisciplinaria,http://festival-quimera.com/category/festival-quimera-metepec,0,0,15,54,1,México,Metepec,METEPEC,2017-10-16T13:01:36-05:00
466,Festival Metepec Canta,Música,http://www.metepec.gob.mx,null,null,15,54,1,México,Metepec,METEPEC,2008-12-01T15:30:46-06:00
959,Festival de Música Tradicional Mexicana,Música,,0,0,15,58,1,México,Nezahualcóyotl,CIUDAD NEZAHUALCÓYOTL,2016-10-27T12:53:15-05:00
574,Festival Cultural Nezahualcóyotl,Multidisciplinaria,,null,null,15,58,1,México,Nezahualcóyotl,CIUDAD NEZAHUALCÓYOTL,2007-04-24T17:13:40-05:00
